"BILL_PERIOD","BILLNUMAMEND","BILL_NORM"
"2013-2014","A5176","A5176"
"2013-2014","A5177","A5177"
"2013-2014","A5178","A5178"
"2013-2014","A5179","A5179"
"2013-2014","A5180","A5180"
"2013-2014","A5181","A5181"
"2013-2014","A5380","A5380"
"2013-2014","A5381","A5381"
"2013-2014","A5382","A5382"
"2013-2014","A4304","A4304"
"2013-2014","A4305","A4305"
"2013-2014","A4306","A4306"
"2013-2014","A4307","A4307"
"2013-2014","A4308","A4308"
"2013-2014","A4309","A4309"
"2013-2014","A5021","A5021"
"2013-2014","A5022","A5022"
"2013-2014","A5023","A5023"
"2013-2014","A5024","A5024"
"2013-2014","A5025","A5025"
"2013-2014","A5026","A5026"
"2013-2014","A5027","A5027"
"2013-2014","A4878","A4878"
"2013-2014","A4879","A4879"
"2013-2014","A4880","A4880"
"2013-2014","A4881","A4881"
"2013-2014","A4882","A4882"
"2013-2014","A4356","A4356"
"2013-2014","A4357","A4357"
"2013-2014","A4358","A4358"
"2013-2014","A4359","A4359"
"2013-2014","A4360","A4360"
"2013-2014","A4361","A4361"
"2013-2014","A4362","A4362"
"2013-2014","A4363","A4363"
"2013-2014","A4202-A","A4202A"
"2013-2014","A4203","A4203"
"2013-2014","A4204","A4204"
"2013-2014","A4205","A4205"
"2013-2014","A4206","A4206"
"2013-2014","A4310","A4310"
"2013-2014","A4311","A4311"
"2013-2014","A4312","A4312"
"2013-2014","S3934","S3934"
"2013-2014","A720","A720"
"2013-2014","A721","A721"
"2013-2014","S4504","S4504"
"2013-2014","S4505","S4505"
"2013-2014","S4506","S4506"
"2013-2014","S4507","S4507"
"2013-2014","S4508","S4508"
"2013-2014","S4509","S4509"
"2013-2014","S4510","S4510"
"2013-2014","S4511","S4511"
"2013-2014","S4512","S4512"
"2013-2014","S4513","S4513"
"2013-2014","S4514","S4514"
"2013-2014","S4515","S4515"
"2013-2014","S4516","S4516"
"2013-2014","S4517","S4517"
"2013-2014","S3960","S3960"
"2013-2014","A243","A243"
"2013-2014","A244","A244"
"2013-2014","A245","A245"
"2013-2014","A246","A246"
"2013-2014","A247","A247"
"2013-2014","A248","A248"
"2013-2014","A249","A249"
"2013-2014","A250","A250"
"2013-2014","A251","A251"
"2013-2014","A252","A252"
"2013-2014","A253","A253"
"2013-2014","A254","A254"
"2013-2014","A255","A255"
"2013-2014","A1166","A1166"
"2013-2014","A1167","A1167"
"2013-2014","A1168","A1168"
"2013-2014","A1169","A1169"
"2013-2014","A43","A43"
"2013-2014","A44","A44"
"2013-2014","A45","A45"
"2013-2014","A46","A46"
"2013-2014","A47","A47"
"2013-2014","A48","A48"
"2013-2014","A49","A49"
"2013-2014","A50","A50"
"2013-2014","A744","A744"
"2013-2014","A745","A745"
"2013-2014","A722","A722"
"2013-2014","A723","A723"
"2013-2014","A724","A724"
"2013-2014","A725","A725"
"2013-2014","A726","A726"
"2013-2014","A727","A727"
"2013-2014","A728","A728"
"2013-2014","A729","A729"
"2013-2014","A730","A730"
"2013-2014","A731","A731"
"2013-2014","A719","A719"
"2013-2014","A354","A354"
"2013-2014","A513","A513"
"2013-2014","A508","A508"
"2013-2014","A509","A509"
"2013-2014","A510","A510"
"2013-2014","A511","A511"
"2013-2014","A512","A512"
"2013-2014","A514","A514"
"2013-2014","A515","A515"
"2013-2014","A516","A516"
"2013-2014","A517","A517"
"2013-2014","A518","A518"
"2013-2014","A305","A305"
"2013-2014","A306","A306"
"2013-2014","A307","A307"
"2013-2014","A308","A308"
"2013-2014","A309","A309"
"2013-2014","A310","A310"
"2013-2014","A311","A311"
"2013-2014","A312","A312"
"2013-2014","A313","A313"
"2013-2014","A314","A314"
"2013-2014","A315","A315"
"2013-2014","A316","A316"
"2013-2014","A317","A317"
"2013-2014","A80","A80"
"2013-2014","A733","A733"
"2013-2014","A95","A95"
"2013-2014","A96","A96"
"2013-2014","A97","A97"
"2013-2014","A98","A98"
"2013-2014","A99","A99"
"2013-2014","A100","A100"
"2013-2014","A101","A101"
"2013-2014","A102","A102"
"2013-2014","A103","A103"
"2013-2014","A104","A104"
"2013-2014","A105","A105"
"2013-2014","S4133","S4133"
"2013-2014","S4134","S4134"
"2013-2014","S4135","S4135"
"2013-2014","S4136","S4136"
"2013-2014","A355","A355"
"2013-2014","A356","A356"
"2013-2014","A357","A357"
"2013-2014","A358","A358"
"2013-2014","A359","A359"
"2013-2014","A566-A","A566A"
"2013-2014","A567","A567"
"2013-2014","A568","A568"
"2013-2014","A569","A569"
"2013-2014","A570","A570"
"2013-2014","A571","A571"
"2013-2014","A572","A572"
"2013-2014","S3864","S3864"
"2013-2014","A366-A","A366A"
"2013-2014","A367","A367"
"2013-2014","A368","A368"
"2013-2014","A369","A369"
"2013-2014","A370-A","A370A"
"2013-2014","A371","A371"
"2013-2014","A372","A372"
"2013-2014","A373","A373"
"2013-2014","A374","A374"
"2013-2014","A579","A579"
"2013-2014","A580","A580"
"2013-2014","A581","A581"
"2013-2014","A582","A582"
"2013-2014","A583","A583"
"2013-2014","A584","A584"
"2013-2014","A585","A585"
"2013-2014","A586","A586"
"2013-2014","A587","A587"
"2013-2014","A588","A588"
"2013-2014","A589","A589"
"2013-2014","A746-A","A746A"
"2013-2014","A747","A747"
"2013-2014","A748","A748"
"2013-2014","A749","A749"
"2013-2014","A750","A750"
"2013-2014","S4465","S4465"
"2013-2014","S4466","S4466"
"2013-2014","S4137","S4137"
"2013-2014","S4138","S4138"
"2013-2014","S4424","S4424"
"2013-2014","S4425","S4425"
"2013-2014","S4426","S4426"
"2013-2014","S4427","S4427"
"2013-2014","S4428","S4428"
"2013-2014","S4429","S4429"
"2013-2014","S4132","S4132"
"2013-2014","S4430","S4430"
"2013-2014","S4431","S4431"
"2013-2014","S4432","S4432"
"2013-2014","S4433","S4433"
"2013-2014","S4434","S4434"
"2013-2014","S4190","S4190"
"2013-2014","S4201","S4201"
"2013-2014","S4202","S4202"
"2013-2014","S3865","S3865"
"2013-2014","S3866","S3866"
"2013-2014","S3867","S3867"
"2013-2014","S3868-A","S3868A"
"2013-2014","S3869","S3869"
"2013-2014","S3870","S3870"
"2013-2014","S4139","S4139"
"2013-2014","S4140","S4140"
"2013-2014","S4141","S4141"
"2013-2014","S4142","S4142"
"2013-2014","S4143","S4143"
"2013-2014","S4144","S4144"
"2013-2014","S4145","S4145"
"2013-2014","S4146","S4146"
"2013-2014","S3935","S3935"
"2013-2014","S4717","S4717"
"2013-2014","S4718","S4718"
"2013-2014","S4719","S4719"
"2013-2014","S4720","S4720"
"2013-2014","S4721","S4721"
"2013-2014","S4722","S4722"
"2013-2014","S4723","S4723"
"2013-2014","S4724","S4724"
"2013-2014","S4725","S4725"
"2013-2014","S4726","S4726"
"2013-2014","S4727","S4727"
"2013-2014","S4728","S4728"
"2013-2014","S4729","S4729"
"2013-2014","S4730","S4730"
"2013-2014","S4731","S4731"
"2013-2014","S4732","S4732"
"2013-2014","S4733","S4733"
"2013-2014","S4734","S4734"
"2013-2014","S4735","S4735"
"2013-2014","S4736","S4736"
"2013-2014","S4737","S4737"
"2013-2014","S4738","S4738"
"2013-2014","S4739","S4739"
"2013-2014","S4740","S4740"
"2013-2014","S4741","S4741"
"2013-2014","S3871","S3871"
"2013-2014","S3872","S3872"
"2013-2014","S3873","S3873"
"2013-2014","S3874","S3874"
"2013-2014","S3875","S3875"
"2013-2014","S3876","S3876"
"2013-2014","S3877","S3877"
"2013-2014","S3878-A","S3878A"
"2013-2014","S4467","S4467"
"2013-2014","S4468","S4468"
"2013-2014","S4469","S4469"
"2013-2014","S4470","S4470"
"2013-2014","S4457","S4457"
"2013-2014","S4471","S4471"
"2013-2014","S4472","S4472"
"2013-2014","S3618","S3618"
"2013-2014","S3619","S3619"
"2013-2014","S3620","S3620"
"2013-2014","S3621","S3621"
"2013-2014","S3622","S3622"
"2013-2014","A256-A","A256A"
"2013-2014","A469","A469"
"2013-2014","S4203","S4203"
"2013-2014","S4204","S4204"
"2013-2014","S4205","S4205"
"2013-2014","S4206","S4206"
"2013-2014","S4207","S4207"
"2013-2014","S4208","S4208"
"2013-2014","S4209","S4209"
"2013-2014","S4210","S4210"
"2013-2014","S4489","S4489"
"2013-2014","S4490","S4490"
"2013-2014","S4189","S4189"
"2013-2014","A270","A270"
"2013-2014","A271","A271"
"2013-2014","S3936","S3936"
"2013-2014","S3937","S3937"
"2013-2014","S3938","S3938"
"2013-2014","S3939","S3939"
"2013-2014","S3940","S3940"
"2013-2014","S3941","S3941"
"2013-2014","S3942","S3942"
"2013-2014","S3943","S3943"
"2013-2014","S3944","S3944"
"2013-2014","S3945","S3945"
"2013-2014","S3946","S3946"
"2013-2014","S4211","S4211"
"2013-2014","A51","A51"
"2013-2014","S4518","S4518"
"2013-2014","S3667","S3667"
"2013-2014","S3668","S3668"
"2013-2014","S3669","S3669"
"2013-2014","S3670","S3670"
"2013-2014","S3671","S3671"
"2013-2014","S3672","S3672"
"2013-2014","S3673","S3673"
"2013-2014","S3674","S3674"
"2013-2014","S3675","S3675"
"2013-2014","S3676","S3676"
"2013-2014","S3677","S3677"
"2013-2014","S3678","S3678"
"2013-2014","S3679","S3679"
"2013-2014","S3680","S3680"
"2013-2014","A4102","A4102"
"2013-2014","A4103","A4103"
"2013-2014","A4104","A4104"
"2013-2014","A4105","A4105"
"2013-2014","A4106","A4106"
"2013-2014","A4107","A4107"
"2013-2014","A3477","A3477"
"2013-2014","A3478","A3478"
"2013-2014","A3479","A3479"
"2013-2014","A3480","A3480"
"2013-2014","A4063","A4063"
"2013-2014","A4064","A4064"
"2013-2014","A4065","A4065"
"2013-2014","A4066","A4066"
"2013-2014","A4067","A4067"
"2013-2014","A4068","A4068"
"2013-2014","A3896","A3896"
"2013-2014","A3897","A3897"
"2013-2014","A3898","A3898"
"2013-2014","A4313","A4313"
"2013-2014","A4314-A","A4314A"
"2013-2014","A4315","A4315"
"2013-2014","A4530","A4530"
"2013-2014","A4531","A4531"
"2013-2014","A5028","A5028"
"2013-2014","A5029","A5029"
"2013-2014","A5030","A5030"
"2013-2014","A5031","A5031"
"2013-2014","A4355","A4355"
"2013-2014","A5215","A5215"
"2013-2014","A5216","A5216"
"2013-2014","A5217","A5217"
"2013-2014","A5218","A5218"
"2013-2014","A5219","A5219"
"2013-2014","A5220","A5220"
"2013-2014","A5221","A5221"
"2013-2014","A5222","A5222"
"2013-2014","A5223","A5223"
"2013-2014","A5224","A5224"
"2013-2014","A5961","A5961"
"2013-2014","A5711","A5711"
"2013-2014","A5712","A5712"
"2013-2014","A5713","A5713"
"2013-2014","A5499","A5499"
"2013-2014","A5718","A5718"
"2013-2014","A5719","A5719"
"2013-2014","A5720","A5720"
"2013-2014","A5721","A5721"
"2013-2014","A5722","A5722"
"2013-2014","A5723","A5723"
"2013-2014","A5724","A5724"
"2013-2014","A5725","A5725"
"2013-2014","A5549","A5549"
"2013-2014","A5550","A5550"
"2013-2014","A5551","A5551"
"2013-2014","A5552","A5552"
"2013-2014","A5553","A5553"
"2013-2014","A5554","A5554"
"2013-2014","A5675","A5675"
"2013-2014","A5676","A5676"
"2013-2014","A5677","A5677"
"2013-2014","A5678","A5678"
"2013-2014","A5679","A5679"
"2013-2014","A5680","A5680"
"2013-2014","A5681","A5681"
"2013-2014","A5682","A5682"
"2013-2014","A5683","A5683"
"2013-2014","A5684","A5684"
"2013-2014","A5284","A5284"
"2013-2014","A5285","A5285"
"2013-2014","A5286","A5286"
"2013-2014","A5287","A5287"
"2013-2014","A4499","A4499"
"2013-2014","A4500","A4500"
"2013-2014","A4501","A4501"
"2013-2014","A4502","A4502"
"2013-2014","A4503","A4503"
"2013-2014","A4504","A4504"
"2013-2014","A4747","A4747"
"2013-2014","A4748-A","A4748A"
"2013-2014","A4749","A4749"
"2013-2014","A4750","A4750"
"2013-2014","A4751","A4751"
"2013-2014","A5578","A5578"
"2013-2014","A5579","A5579"
"2013-2014","A5580","A5580"
"2013-2014","A5714","A5714"
"2013-2014","A5715","A5715"
"2013-2014","A5716-A","A5716A"
"2013-2014","A5717","A5717"
"2013-2014","A5922","A5922"
"2013-2014","A5923","A5923"
"2013-2014","A5924","A5924"
"2013-2014","A5925","A5925"
"2013-2014","A5926","A5926"
"2013-2014","A5927","A5927"
"2013-2014","A5928","A5928"
"2013-2014","A5769","A5769"
"2013-2014","A5770","A5770"
"2013-2014","A5771","A5771"
"2013-2014","A5555","A5555"
"2013-2014","A5556","A5556"
"2013-2014","A5557","A5557"
"2013-2014","A5778","A5778"
"2013-2014","A5779","A5779"
"2013-2014","A5780","A5780"
"2013-2014","A5781","A5781"
"2013-2014","A6103","A6103"
"2013-2014","A6104","A6104"
"2013-2014","A6313","A6313"
"2013-2014","A6314","A6314"
"2013-2014","A6315","A6315"
"2013-2014","A6316","A6316"
"2013-2014","A6317","A6317"
"2013-2014","A6318","A6318"
"2013-2014","A5288","A5288"
"2013-2014","A5500","A5500"
"2013-2014","A5501","A5501"
"2013-2014","A5502","A5502"
"2013-2014","A5503","A5503"
"2013-2014","A5504","A5504"
"2013-2014","A5505","A5505"
"2013-2014","A5506","A5506"
"2013-2014","A6464","A6464"
"2013-2014","A6465","A6465"
"2013-2014","A6466","A6466"
"2013-2014","A6467","A6467"
"2013-2014","A6468","A6468"
"2013-2014","A5581-A","A5581A"
"2013-2014","A5582","A5582"
"2013-2014","A5593","A5593"
"2013-2014","A5594","A5594"
"2013-2014","A5595","A5595"
"2013-2014","A5819","A5819"
"2013-2014","A5820","A5820"
"2013-2014","A5577","A5577"
"2013-2014","A4752","A4752"
"2013-2014","A4753","A4753"
"2013-2014","A5772","A5772"
"2013-2014","A5773","A5773"
"2013-2014","A5774","A5774"
"2013-2014","A5775","A5775"
"2013-2014","A5776","A5776"
"2013-2014","A5777","A5777"
"2013-2014","A5106","A5106"
"2013-2014","A5107","A5107"
"2013-2014","A5108","A5108"
"2013-2014","A5109-A","A5109A"
"2013-2014","A6534","A6534"
"2013-2014","A6535","A6535"
"2013-2014","A6536","A6536"
"2013-2014","A6319","A6319"
"2013-2014","A6320","A6320"
"2013-2014","A6321","A6321"
"2013-2014","A6322","A6322"
"2013-2014","A6323","A6323"
"2013-2014","A6324","A6324"
"2013-2014","A6102","A6102"
"2013-2014","A6325","A6325"
"2013-2014","A5916","A5916"
"2013-2014","A5917","A5917"
"2013-2014","A5918","A5918"
"2013-2014","A5919","A5919"
"2013-2014","A5920","A5920"
"2013-2014","A5921","A5921"
"2013-2014","A5227","A5227"
"2013-2014","A6469","A6469"
"2013-2014","A6470","A6470"
"2013-2014","A6471","A6471"
"2013-2014","A6472","A6472"
"2013-2014","A6473","A6473"
"2013-2014","A6474","A6474"
"2013-2014","A6475","A6475"
"2013-2014","A6750","A6750"
"2013-2014","A6751","A6751"
"2013-2014","A6752","A6752"
"2013-2014","A6753","A6753"
"2013-2014","A6754","A6754"
"2013-2014","A6755","A6755"
"2013-2014","A6756","A6756"
"2013-2014","A6089","A6089"
"2013-2014","A6090","A6090"
"2013-2014","A6091","A6091"
"2013-2014","A6092","A6092"
"2013-2014","A6300","A6300"
"2013-2014","A4754","A4754"
"2013-2014","A4755","A4755"
"2013-2014","A4756","A4756"
"2013-2014","A4757","A4757"
"2013-2014","A4758","A4758"
"2013-2014","A4943","A4943"
"2013-2014","A4944","A4944"
"2013-2014","A4945","A4945"
"2013-2014","A4946","A4946"
"2013-2014","A4947","A4947"
"2013-2014","A4574","A4574"
"2013-2014","A4798","A4798"
"2013-2014","A4799","A4799"
"2013-2014","A6093","A6093"
"2013-2014","A6094","A6094"
"2013-2014","A6095","A6095"
"2013-2014","A6096","A6096"
"2013-2014","A6097","A6097"
"2013-2014","A6098","A6098"
"2013-2014","A6099","A6099"
"2013-2014","A6100","A6100"
"2013-2014","A6101","A6101"
"2013-2014","A5225","A5225"
"2013-2014","A5226","A5226"
"2013-2014","A5425","A5425"
"2013-2014","A5426","A5426"
"2013-2014","A5427","A5427"
"2013-2014","A5228","A5228"
"2013-2014","A5229","A5229"
"2013-2014","A5230","A5230"
"2013-2014","A5231","A5231"
"2013-2014","A5232","A5232"
"2013-2014","A5726","A5726"
"2013-2014","A5727","A5727"
"2013-2014","A5728","A5728"
"2013-2014","A5729","A5729"
"2013-2014","A5730","A5730"
"2013-2014","A5731","A5731"
"2013-2014","A5732","A5732"
"2013-2014","A5733","A5733"
"2013-2014","A6301","A6301"
"2013-2014","A6302","A6302"
"2013-2014","A6303","A6303"
"2013-2014","A6304","A6304"
"2013-2014","A6305","A6305"
"2013-2014","A6306","A6306"
"2013-2014","A6307","A6307"
"2013-2014","A6308","A6308"
"2013-2014","A6309","A6309"
"2013-2014","A5685","A5685"
"2013-2014","A5686","A5686"
"2013-2014","A5687","A5687"
"2013-2014","A5688","A5688"
"2013-2014","A4800","A4800"
"2013-2014","A4801","A4801"
"2013-2014","A4802","A4802"
"2013-2014","A4803","A4803"
"2013-2014","A4804","A4804"
"2013-2014","A4805","A4805"
"2013-2014","A4806","A4806"
"2013-2014","A4807","A4807"
"2013-2014","A4808","A4808"
"2013-2014","A4809","A4809"
"2013-2014","A4633","A4633"
"2013-2014","A4645","A4645"
"2013-2014","A4646","A4646"
"2013-2014","A5428","A5428"
"2013-2014","A5429","A5429"
"2013-2014","A5430","A5430"
"2013-2014","A5431","A5431"
"2013-2014","A5432","A5432"
"2013-2014","A5433","A5433"
"2013-2014","A5434","A5434"
"2013-2014","A5435","A5435"
"2013-2014","A5424-A","A5424A"
"2013-2014","A5931","A5931"
"2013-2014","A5932","A5932"
"2013-2014","A5933","A5933"
"2013-2014","A5934","A5934"
"2013-2014","A5935","A5935"
"2013-2014","A5936","A5936"
"2013-2014","A5734","A5734"
"2013-2014","A5874","A5874"
"2013-2014","A5875","A5875"
"2013-2014","A5876","A5876"
"2013-2014","A5877","A5877"
"2013-2014","A5878","A5878"
"2013-2014","A5879","A5879"
"2013-2014","A5880","A5880"
"2013-2014","A5881","A5881"
"2013-2014","A5782","A5782"
"2013-2014","A5783","A5783"
"2013-2014","A5784","A5784"
"2013-2014","A5785","A5785"
"2013-2014","A5786","A5786"
"2013-2014","A5787","A5787"
"2013-2014","A5788","A5788"
"2013-2014","A5689","A5689"
"2013-2014","A5858","A5858"
"2013-2014","A5859","A5859"
"2013-2014","A5860","A5860"
"2013-2014","A5861","A5861"
"2013-2014","A3899","A3899"
"2013-2014","A3900","A3900"
"2013-2014","A4049-A","A4049A"
"2013-2014","A4050","A4050"
"2013-2014","A4051","A4051"
"2013-2014","A4052","A4052"
"2013-2014","A4053","A4053"
"2013-2014","A3803","A3803"
"2013-2014","A3942","A3942"
"2013-2014","A3943","A3943"
"2013-2014","A3944","A3944"
"2013-2014","A3945","A3945"
"2013-2014","A3747","A3747"
"2013-2014","A3748","A3748"
"2013-2014","A3749","A3749"
"2013-2014","A3750","A3750"
"2013-2014","A3751","A3751"
"2013-2014","A3901","A3901"
"2013-2014","A3902","A3902"
"2013-2014","A3553","A3553"
"2013-2014","A3554","A3554"
"2013-2014","A3555","A3555"
"2013-2014","A3804","A3804"
"2013-2014","A3805","A3805"
"2013-2014","A3697","A3697"
"2013-2014","A3698","A3698"
"2013-2014","A3699","A3699"
"2013-2014","A3700","A3700"
"2013-2014","A5957","A5957"
"2013-2014","A5958","A5958"
"2013-2014","A5959","A5959"
"2013-2014","A3861","A3861"
"2013-2014","A3506","A3506"
"2013-2014","A3507","A3507"
"2013-2014","A3508","A3508"
"2013-2014","A3509","A3509"
"2013-2014","A3510","A3510"
"2013-2014","A3511","A3511"
"2013-2014","A3512","A3512"
"2013-2014","A4069-A","A4069A"
"2013-2014","A4070","A4070"
"2013-2014","A4071","A4071"
"2013-2014","A4072","A4072"
"2013-2014","A4073","A4073"
"2013-2014","A4074","A4074"
"2013-2014","A4075","A4075"
"2013-2014","A4076","A4076"
"2013-2014","A4077","A4077"
"2013-2014","A4078","A4078"
"2013-2014","A4079","A4079"
"2013-2014","A3990","A3990"
"2013-2014","A3991","A3991"
"2013-2014","A3992","A3992"
"2013-2014","A3946","A3946"
"2013-2014","A3947","A3947"
"2013-2014","A3948","A3948"
"2013-2014","A3949","A3949"
"2013-2014","A3950","A3950"
"2013-2014","A3951","A3951"
"2013-2014","A3952","A3952"
"2013-2014","A4708","A4708"
"2013-2014","A4709","A4709"
"2013-2014","A4710","A4710"
"2013-2014","A4711","A4711"
"2013-2014","A4712","A4712"
"2013-2014","A4686","A4686"
"2013-2014","A4687","A4687"
"2013-2014","A4688","A4688"
"2013-2014","A4900","A4900"
"2013-2014","A4901","A4901"
"2013-2014","A4902","A4902"
"2013-2014","A4903","A4903"
"2013-2014","A4904","A4904"
"2013-2014","A3862","A3862"
"2013-2014","A3863","A3863"
"2013-2014","A3864","A3864"
"2013-2014","A3865","A3865"
"2013-2014","A3866","A3866"
"2013-2014","A3867","A3867"
"2013-2014","A3868","A3868"
"2013-2014","A3513","A3513"
"2013-2014","A3514-A","A3514A"
"2013-2014","A3515","A3515"
"2013-2014","A3516","A3516"
"2013-2014","A3504","A3504"
"2013-2014","A3752","A3752"
"2013-2014","A3753","A3753"
"2013-2014","A3340","A3340"
"2013-2014","A3341","A3341"
"2013-2014","A3342","A3342"
"2013-2014","A3343","A3343"
"2013-2014","A3556","A3556"
"2013-2014","A3557","A3557"
"2013-2014","A3558","A3558"
"2013-2014","A3559","A3559"
"2013-2014","A3560","A3560"
"2013-2014","A3561","A3561"
"2013-2014","A3562","A3562"
"2013-2014","A4679","A4679"
"2013-2014","A4680","A4680"
"2013-2014","A4681","A4681"
"2013-2014","A4682","A4682"
"2013-2014","A4683","A4683"
"2013-2014","A4684","A4684"
"2013-2014","A4685","A4685"
"2013-2014","A4689","A4689"
"2013-2014","A4914","A4914"
"2013-2014","A4915","A4915"
"2013-2014","A4916","A4916"
"2013-2014","A4695","A4695"
"2013-2014","A4917","A4917"
"2013-2014","A4132","A4132"
"2013-2014","A4133","A4133"
"2013-2014","A4135","A4135"
"2013-2014","A4136","A4136"
"2013-2014","A4137","A4137"
"2013-2014","A4138","A4138"
"2013-2014","A4139","A4139"
"2013-2014","A3869","A3869"
"2013-2014","A3870","A3870"
"2013-2014","A3871","A3871"
"2013-2014","A4134","A4134"
"2013-2014","A4093","A4093"
"2013-2014","A4130","A4130"
"2013-2014","A4131","A4131"
"2013-2014","A3754","A3754"
"2013-2014","A3755","A3755"
"2013-2014","A3756","A3756"
"2013-2014","A3757","A3757"
"2013-2014","A3758-A","A3758A"
"2013-2014","A3759","A3759"
"2013-2014","A3760-A","A3760A"
"2013-2014","A3761","A3761"
"2013-2014","A3762","A3762"
"2013-2014","A3763","A3763"
"2013-2014","A3764","A3764"
"2013-2014","A3765","A3765"
"2013-2014","A3766","A3766"
"2013-2014","A3914","A3914"
"2013-2014","A3915","A3915"
"2013-2014","A3563","A3563"
"2013-2014","A3564","A3564"
